,COUNTY,STATE,5/17/20,POPULATION,infection_rate
2051,Butler County,Ohio,591,378294.0,0.001562276959190471
2052,Carroll County,Ohio,25,27578.0,0.0009065196896076582
2053,Champaign County,Ohio,23,38864.0,0.0005918073281185673
2054,Clark County,Ohio,139,135198.0,0.0010281217177768901
2055,Clermont County,Ohio,152,203216.0,0.0007479726005826313
2056,Clinton County,Ohio,39,41896.0,0.0009308764559862517
2057,Columbiana County,Ohio,420,104003.0,0.004038345047739008
2058,Coshocton County,Ohio,19,36574.0,0.0005194947230272871
2059,Crawford County,Ohio,94,42021.0,0.002236976749720378
2060,Cuyahoga County,Ohio,3321,1253783.0,0.0026487837209469263
2061,Darke County,Ohio,118,51734.0,0.002280898442030386
2062,Defiance County,Ohio,25,38279.0,0.000653099610752632
2063,Delaware County,Ohio,258,197008.0,0.0013095914886705109
2064,Erie County,Ohio,102,75136.0,0.0013575383304940374
2065,Fairfield County,Ohio,205,152910.0,0.001340657903341835
2066,Fayette County,Ohio,31,28645.0,0.0010822133007505673
2067,Franklin County,Ohio,4493,1275333.0,0.0035230014435445487
2068,Fulton County,Ohio,34,42305.0,0.0008036875073868337
2069,Gallia County,Ohio,7,30195.0,0.00023182646133465806
2070,Geauga County,Ohio,220,93961.0,0.002341396962569577
2071,Greene County,Ohio,75,165811.0,0.00045232222228923293
2072,Guernsey County,Ohio,24,39274.0,0.0006110913072261547
2073,Hamilton County,Ohio,2047,812037.0,0.0025208210955904716
2074,Hancock County,Ohio,45,75690.0,0.0005945303210463733
2075,Hardin County,Ohio,30,31542.0,0.0009511128019783146
2076,Harrison County,Ohio,9,15307.0,0.0005879662899327105
2077,Henry County,Ohio,10,27316.0,0.0003660858105139845
2078,Highland County,Ohio,16,43007.0,0.00037203245983212036
2079,Hocking County,Ohio,61,28495.0,0.0021407264432356556
2080,Holmes County,Ohio,11,43859.0,0.00025080371189493603
2081,Huron County,Ohio,41,58457.0,0.0007013702379526832
2082,Jackson County,Ohio,11,32524.0,0.00033821178206862627
2083,Jefferson County,Ohio,61,66886.0,0.0009119995215740214
2084,Knox County,Ohio,22,61215.0,0.00035938903863432165
2085,Lake County,Ohio,224,230052.0,0.0009736929042129605
2086,Lawrence County,Ohio,27,60622.0,0.00044538286430668734
2087,Licking County,Ohio,185,172293.0,0.001073752270840951
2088,Logan County,Ohio,23,45307.0,0.0005076478248394288
2089,Lorain County,Ohio,595,306713.0,0.0019399242940468778
2090,Lucas County,Ohio,1960,432379.0,0.004533060116240613
2091,Madison County,Ohio,98,43988.0,0.0022278803309993636
2092,Mahoning County,Ohio,1212,231064.0,0.005245300003462244
2093,Marion County,Ohio,2500,65344.0,0.0382590597453477
2094,Medina County,Ohio,216,177257.0,0.0012185696474610313
2095,Meigs County,Ohio,3,23160.0,0.00012953367875647668
2096,Mercer County,Ohio,133,40806.0,0.003259324609126109
2097,Miami County,Ohio,332,104800.0,0.00316793893129771
2098,Monroe County,Ohio,55,14090.0,0.0039034776437189495
2099,Montgomery County,Ohio,504,532034.0,0.0009473078788197746
2100,Morgan County,Ohio,5,14702.0,0.00034008978370289757
2101,Morrow County,Ohio,97,34976.0,0.0027733302836230557
2102,Muskingum County,Ohio,35,86076.0,0.000406617407872113
2103,Noble County,Ohio,5,14443.0,0.0003461884650003462
2104,Ottawa County,Ohio,65,40709.0,0.0015966985187550664
2105,Paulding County,Ohio,11,18872.0,0.0005828740991945739
2106,Perry County,Ohio,15,35985.0,0.00041684035014589413
2107,Pickaway County,Ohio,2018,57420.0,0.035144548937652384
2108,Pike County,Ohio,5,28214.0,0.00017721698447579215
2109,Portage County,Ohio,292,162644.0,0.0017953321364452424
2110,Preble County,Ohio,29,41207.0,0.0007037639236052128
2111,Putnam County,Ohio,82,33969.0,0.0024139656745856518
2112,Richland County,Ohio,159,121324.0,0.001310540371237348
2113,Ross County,Ohio,58,77051.0,0.0007527481797770309
2114,Sandusky County,Ohio,56,59299.0,0.0009443666840924804
2115,Scioto County,Ohio,14,76377.0,0.00018330125561360095
2116,Seneca County,Ohio,15,55475.0,0.000270392068499324
2117,Shelby County,Ohio,34,48797.0,0.0006967641453368035
2118,Stark County,Ohio,558,373475.0,0.0014940759086953612
2119,Summit County,Ohio,1004,541810.0,0.0018530481164984035
2120,Trumbull County,Ohio,450,201794.0,0.0022299969275597887
2121,Tuscarawas County,Ohio,264,92526.0,0.002853252058880747
2122,Union County,Ohio,35,55654.0,0.0006288856146907679
2123,Van Wert County,Ohio,4,28281.0,0.00014143771436653585
2124,Vinton County,Ohio,16,13111.0,0.0012203493249942797
2125,Warren County,Ohio,275,226564.0,0.0012137850673540368
2126,Washington County,Ohio,116,60671.0,0.0019119513441347596
2127,Wayne County,Ohio,201,116208.0,0.0017296571664601405
2128,Williams County,Ohio,47,36936.0,0.0012724713017110679
2129,Wood County,Ohio,249,129936.0,0.001916328038418914
2130,Wyandot County,Ohio,29,22107.0,0.0013118016917718369
2131,Adair County,Oklahoma,75,22113.0,0.003391670058336725
2132,Alfalfa County,Oklahoma,1,5857.0,0.00017073587160662456
2133,Atoka County,Oklahoma,1,13874.0,7.207726683004181e-05
2134,Beaver County,Oklahoma,23,5415.0,0.004247460757156048
2135,Beckham County,Oklahoma,6,22621.0,0.00026524026347199506
2136,Blaine County,Oklahoma,3,9634.0,0.00031139713514635666
2137,Bryan County,Oklahoma,14,45759.0,0.0003059507419305492
2138,Caddo County,Oklahoma,114,29342.0,0.0038852157317156295
2139,Canadian County,Oklahoma,117,136710.0,0.0008558262014483213
2140,Carter County,Oklahoma,9,48406.0,0.000185927364376317
2141,Cherokee County,Oklahoma,29,48599.0,0.00059672009712134
2142,Choctaw County,Oklahoma,4,14886.0,0.0002687088539567379
2143,Cimarron County,Oklahoma,1,2189.0,0.00045682960255824577
2144,Cleveland County,Oklahoma,468,276733.0,0.0016911607939783112
2145,Coal County,Oklahoma,0,5618.0,0.0
2146,Comanche County,Oklahoma,224,122561.0,0.0018276613278285915
2147,Cotton County,Oklahoma,5,5929.0,0.0008433125316242199
2148,Craig County,Oklahoma,14,14493.0,0.0009659835782791692
2149,Creek County,Oklahoma,84,71160.0,0.0011804384485666105
2150,Custer County,Oklahoma,12,29209.0,0.0004108322777226197
2151,Delaware County,Oklahoma,95,42112.0,0.00225588905775076
2152,Dewey County,Oklahoma,2,4918.0,0.00040666937779585197
2153,Ellis County,Oklahoma,0,4072.0,0.0
2154,Garfield County,Oklahoma,23,62190.0,0.00036983437851744654
2155,Garvin County,Oklahoma,15,27823.0,0.0005391223088811415
2156,Grady County,Oklahoma,64,54733.0,0.001169312845997844
2157,Grant County,Oklahoma,2,4418.0,0.0004526935264825713
2158,Greer County,Oklahoma,66,5943.0,0.01110550227158001
2159,Harmon County,Oklahoma,0,2721.0,0.0
2160,Harper County,Oklahoma,1,3847.0,0.0002599428125812321
2161,Haskell County,Oklahoma,5,12704.0,0.00039357682619647357
2162,Hughes County,Oklahoma,0,13460.0,0.0
2163,Jackson County,Oklahoma,21,25384.0,0.000827292782855342
2164,Jefferson County,Oklahoma,3,6223.0,0.00048208259681825486
2165,Johnston County,Oklahoma,3,11041.0,0.00027171451861244454
2166,Kay County,Oklahoma,49,44880.0,0.0010918003565062388
2167,Kingfisher County,Oklahoma,10,15618.0,0.0006402868485081316
2168,Kiowa County,Oklahoma,6,9001.0,0.0006665926008221309
2169,Latimer County,Oklahoma,6,10495.0,0.0005717008099094807
2170,Le Flore County,Oklahoma,13,49909.0,0.00026047406279428557
2171,Lincoln County,Oklahoma,18,34854.0,0.0005164400068858667
2172,Logan County,Oklahoma,18,46044.0,0.00039093041438623924
2173,Love County,Oklahoma,3,9933.0,0.0003020235578375113
2174,McClain County,Oklahoma,86,38634.0,0.0022260185328984833
2175,McCurtain County,Oklahoma,11,32966.0,0.00033367712188315233
2176,McIntosh County,Oklahoma,10,19819.0,0.0005045663252434533
2177,Major County,Oklahoma,6,7718.0,0.0007774034724021767
2178,Marshall County,Oklahoma,4,16376.0,0.0002442598925256473
2179,Mayes County,Oklahoma,28,40980.0,0.0006832601268911664
2180,Murray County,Oklahoma,2,13875.0,0.00014414414414414415
2181,Muskogee County,Oklahoma,30,69084.0,0.0004342539517109606
2182,Noble County,Oklahoma,7,11411.0,0.000613443168872141
2183,Nowata County,Oklahoma,23,10383.0,0.002215159395165174
2184,Okfuskee County,Oklahoma,2,12115.0,0.0001650846058605035
2185,Oklahoma County,Oklahoma,1074,782051.0,0.001373311970702678
2186,Okmulgee County,Oklahoma,18,38889.0,0.0004628558204119417
2187,Osage County,Oklahoma,91,47311.0,0.001923442751157236
2188,Ottawa County,Oklahoma,35,31566.0,0.0011087879363872522
2189,Pawnee County,Oklahoma,29,16428.0,0.0017652787923058194
2190,Payne County,Oklahoma,45,81512.0,0.0005520659534792423
2191,Pittsburg County,Oklahoma,38,44382.0,0.0008562029651660583
2192,Pontotoc County,Oklahoma,11,38358.0,0.00028677199019761196
2193,Pottawatomie County,Oklahoma,57,72000.0,0.0007916666666666666
2194,Pushmataha County,Oklahoma,1,11119.0,8.993614533681087e-05
2195,Roger Mills County,Oklahoma,0,3708.0,0.0
2196,Rogers County,Oklahoma,72,90814.0,0.0007928292994472218
2197,Seminole County,Oklahoma,21,25071.0,0.0008376211559171952
2198,Sequoyah County,Oklahoma,14,41359.0,0.00033849948016151263
2199,Stephens County,Oklahoma,24,43983.0,0.0005456653707114112
2200,Texas County,Oklahoma,696,21121.0,0.032952985180625914
2201,Tillman County,Oklahoma,22,7515.0,0.002927478376580173
2202,Tulsa County,Oklahoma,781,642781.0,0.0012150328027741952
2203,Wagoner County,Oklahoma,137,77850.0,0.0017597944765574824
2204,Washington County,Oklahoma,303,52001.0,0.005826811022864945
2205,Washita County,Oklahoma,1,11432.0,8.74737578726382e-05
2206,Woods County,Oklahoma,3,9127.0,0.0003286950805302947
2207,Woodward County,Oklahoma,1,20967.0,4.769399532598846e-05
2208,Baker County,Oregon,1,15984.0,6.256256256256256e-05
2209,Benton County,Oregon,51,89780.0,0.0005680552461572733
2210,Clackamas County,Oregon,281,405788.0,0.0006924798170473252
2211,Clatsop County,Oregon,37,38562.0,0.0009594938021886832
2212,Columbia County,Oregon,16,50851.0,0.0003146447464159997
2213,Coos County,Oregon,30,63308.0,0.00047387376003032793
2214,Crook County,Oregon,1,22337.0,4.476876930653176e-05
2215,Curry County,Oregon,4,22507.0,0.00017772248633758387
2216,Deschutes County,Oregon,96,180640.0,0.0005314437555358724
2217,Douglas County,Oregon,25,108323.0,0.00023079124470334094
2218,Gilliam County,Oregon,0,1907.0,0.0
2219,Grant County,Oregon,1,7183.0,0.00013921759710427398
2220,Harney County,Oregon,1,7228.0,0.0001383508577753182
2221,Hood River County,Oregon,14,23131.0,0.0006052483679910077
2222,Jackson County,Oregon,50,214267.0,0.00023335371289092582
2223,Jefferson County,Oregon,24,23143.0,0.0010370306356133603
2224,Josephine County,Oregon,25,85481.0,0.00029246265251927327
2225,Klamath County,Oregon,41,66310.0,0.0006183079475192279
2226,Lake County,Oregon,0,7843.0,0.0
2227,Lane County,Oregon,64,368882.0,0.00017349721591186342
2228,Lincoln County,Oregon,8,47881.0,0.0001670808880349199
2229,Linn County,Oregon,109,122870.0,0.0008871164645560349
2230,Malheur County,Oregon,19,30431.0,0.0006243633137261345
2231,Marion County,Oregon,827,335553.0,0.0024645883064672346
2232,Morrow County,Oregon,12,11215.0,0.001069995541685243
2233,Multnomah County,Oregon,984,798647.0,0.0012320837616619108
2234,Polk County,Oregon,93,81427.0,0.0011421273042111339
2235,Sherman County,Oregon,1,1605.0,0.0006230529595015577
2236,Tillamook County,Oregon,6,26076.0,0.0002300966405890474
2237,Umatilla County,Oregon,93,76898.0,0.0012093942625295846
2238,Union County,Oregon,5,26028.0,0.00019210081450745352
2239,Wallowa County,Oregon,1,6924.0,0.00014442518775274407
2240,Wasco County,Oregon,18,25866.0,0.0006958942240779402
2241,Washington County,Oregon,628,581821.0,0.0010793697718026677
2242,Wheeler County,Oregon,0,1426.0,0.0
2243,Yamhill County,Oregon,57,103820.0,0.0005490271623964554
2244,Adams County,Pennsylvania,189,102023.0,0.0018525234505944739
2245,Allegheny County,Pennsylvania,1603,1225561.0,0.0013079724305848505
2246,Armstrong County,Pennsylvania,58,66331.0,0.0008744026171774886
2247,Beaver County,Pennsylvania,517,166896.0,0.0030977375131818617
2248,Bedford County,Pennsylvania,32,48611.0,0.0006582872189422147
2249,Berks County,Pennsylvania,3677,416642.0,0.008825322459089579
2250,Blair County,Pennsylvania,38,123842.0,0.0003068425897514575
2251,Bradford County,Pennsylvania,41,61304.0,0.0006687981208404019
2252,Bucks County,Pennsylvania,4439,626370.0,0.007086865590625349
2253,Butler County,Pennsylvania,203,186566.0,0.0010880867896615675
2254,Cambria County,Pennsylvania,54,134550.0,0.0004013377926421405
2255,Cameron County,Pennsylvania,2,4686.0,0.0004268032437046522
2256,Carbon County,Pennsylvania,214,63931.0,0.003347358871283102
2257,Centre County,Pennsylvania,131,161443.0,0.0008114318985648185
2258,Chester County,Pennsylvania,2118,517156.0,0.0040954760265761204
2259,Clarion County,Pennsylvania,24,38827.0,0.0006181265614134493
2260,Clearfield County,Pennsylvania,33,80216.0,0.0004113892490276254
2261,Clinton County,Pennsylvania,44,39074.0,0.0011260684854378872
2262,Columbia County,Pennsylvania,336,66220.0,0.00507399577167019
2263,Crawford County,Pennsylvania,21,86164.0,0.0002437212757067917
2264,Cumberland County,Pennsylvania,522,247433.0,0.0021096620095136867
2265,Dauphin County,Pennsylvania,963,274515.0,0.0035080050270477024
2266,Delaware County,Pennsylvania,5619,563527.0,0.009971128268920566
2267,Elk County,Pennsylvania,6,30608.0,0.00019602718243596446
2268,Erie County,Pennsylvania,137,275972.0,0.0004964271737712522
2269,Fayette County,Pennsylvania,89,132289.0,0.0006727694668490956
2270,Forest County,Pennsylvania,7,7351.0,0.0009522513943681131
2271,Franklin County,Pennsylvania,621,153751.0,0.004038998120337429
2272,Fulton County,Pennsylvania,11,14506.0,0.0007583069074865573
2273,Greene County,Pennsylvania,27,37144.0,0.0007269007107473616
2274,Huntingdon County,Pennsylvania,214,45421.0,0.0047114770700777174
2275,Indiana County,Pennsylvania,84,85755.0,0.0009795347210075215
2276,Jefferson County,Pennsylvania,7,44084.0,0.0001587877688050086
2277,Juniata County,Pennsylvania,94,24562.0,0.0038270499145020764
2278,Lackawanna County,Pennsylvania,1344,211454.0,0.006355992319842614
2279,Lancaster County,Pennsylvania,2508,538347.0,0.004658705258875781
2280,Lawrence County,Pennsylvania,72,87382.0,0.0008239683229955827
2281,Lebanon County,Pennsylvania,874,138674.0,0.006302551307382782
2282,Lehigh County,Pennsylvania,3470,362613.0,0.00956943077054601
2283,Luzerne County,Pennsylvania,2526,317884.0,0.007946294874860012
2284,Lycoming County,Pennsylvania,147,114859.0,0.001279830052499151
2285,McKean County,Pennsylvania,11,41806.0,0.00026312012629766063
2286,Mercer County,Pennsylvania,91,112630.0,0.0008079552517091361
2287,Mifflin County,Pennsylvania,57,46362.0,0.0012294551572408438
2288,Monroe County,Pennsylvania,1254,167586.0,0.00748272528731517
2289,Montgomery County,Pennsylvania,5872,821301.0,0.007149632108082177
2290,Montour County,Pennsylvania,50,18294.0,0.0027331365475019133
2291,Northampton County,Pennsylvania,2703,301778.0,0.008956915348368668
2292,Northumberland County,Pennsylvania,141,92325.0,0.0015272136474411048
2293,Perry County,Pennsylvania,40,45924.0,0.0008710042679209128
2294,Philadelphia County,Pennsylvania,19606,1575522.0,0.012444129628148639
2295,Pike County,Pennsylvania,460,55498.0,0.008288586976107248
2296,Potter County,Pennsylvania,4,16937.0,0.00023616933341205645
2297,Schuylkill County,Pennsylvania,525,143555.0,0.0036571348960328792
2298,Snyder County,Pennsylvania,33,40466.0,0.0008154994316216083
2299,Somerset County,Pennsylvania,33,74949.0,0.0004402994035944442
2300,Sullivan County,Pennsylvania,2,6177.0,0.00032378177108628785
2301,Susquehanna County,Pennsylvania,83,41340.0,0.00200774068698597
2302,Tioga County,Pennsylvania,16,41226.0,0.0003881045941881337
2303,Union County,Pennsylvania,47,45114.0,0.0010418052045928093
2304,Venango County,Pennsylvania,8,52376.0,0.0001527417137620284
2305,Warren County,Pennsylvania,2,40035.0,4.995628824778319e-05
2306,Washington County,Pennsylvania,131,207547.0,0.0006311823346037283
2307,Wayne County,Pennsylvania,108,51536.0,0.0020956224774914623
2308,Westmoreland County,Pennsylvania,427,354751.0,0.0012036611595175207
2309,Wyoming County,Pennsylvania,29,27588.0,0.0010511816731912425
2310,York County,Pennsylvania,851,444014.0,0.001916606233136793
2311,Bristol County,Rhode Island,172,48900.0,0.0035173824130879344
2312,Kent County,Rhode Island,883,163861.0,0.005388713604823601
2313,Newport County,Rhode Island,197,83075.0,0.0023713511886849234
2314,Providence County,Rhode Island,9112,634533.0,0.014360167241104876
2315,Washington County,Rhode Island,425,126242.0,0.0033665499596014004
2316,Abbeville County,South Carolina,35,24657.0,0.0014194751997404387
2317,Aiken County,South Carolina,154,166926.0,0.0009225644896540983
2318,Allendale County,South Carolina,33,9214.0,0.003581506403299327
2319,Anderson County,South Carolina,207,195995.0,0.0010561493915661113
2320,Bamberg County,South Carolina,17,14600.0,0.0011643835616438356
2321,Barnwell County,South Carolina,40,21577.0,0.0018538258330629837
2322,Beaufort County,South Carolina,292,182658.0,0.001598615992729582
2323,Berkeley County,South Carolina,201,209065.0,0.0009614234807356563
2324,Calhoun County,South Carolina,9,14713.0,0.0006117039352953171
2325,Charleston County,South Carolina,507,394708.0,0.0012844938536842425
2326,Cherokee County,South Carolina,23,56711.0,0.00040556505792527025
2327,Chester County,South Carolina,42,32326.0,0.00129926375054136
2328,Chesterfield County,South Carolina,96,46024.0,0.0020858682426560054
